"","KW_Pval","Pval_d1t1_vs_d1t2","log2FoldChange_d1t1_vs_d1t2","Pval_d1t1_vs_d2t1","log2FoldChange_d1t1_vs_d2t1","Pval_d1t1_vs_d2t2","log2FoldChange_d1t1_vs_d2t2","Pval_d1t2_vs_d2t1","log2FoldChange_d1t2_vs_d2t1","Pval_d1t2_vs_d2t2","log2FoldChange_d1t2_vs_d2t2","Pval_d2t1_vs_d2t2","log2FoldChange_d2t1_vs_d2t2"
"ENSMUSG00000022560",0.311615552368614,1,0.414693739055088,0.523071818441571,0.521423273088973,0.726683205941115,0.533931175792072,1,0.106729534033884,1,0.119237436736984,1,0.0125079027030993
"ENSMUSG00000034022",0.00694623795907778,0.011602209439894,-0.901195120294818,1,-0.289791786366899,0.0451578909987473,-0.702812905287986,0.325916268762689,0.61140333392792,1,0.198382215006832,0.806885880862891,-0.413021118921088
"ENSMUSG00000115987",0.00463660543804172,0.414956951645842,0.474078773947735,1,0.341236135597833,0.00251371220634032,1.26063914431125,1,-0.132842638349902,0.523071818441571,0.786560370363519,0.112067095784955,0.91940300871342
"ENSMUSG00000053929",0.0152533498316099,1,-0.166083991268976,1,-0.170198097703942,0.368212974836413,0.698670977618247,1,-0.00411410643496597,0.368212974836413,0.864754968887222,0.00804384670337687,0.868869075322188
"ENSMUSG00000033819",0.277309056900111,0.987613420296689,-0.622097739120746,1,0.132482191524484,1,-0.232551834599072,0.523071818441571,0.754579930645231,1,0.389545904521675,1,-0.365034026123556
"ENSMUSG00000033762",0.0888770816875471,0.414956951645842,-1.44778259770228,1,0.157721374300844,1,-0.352081009612541,0.0969415875670879,1.60550397200312,1,1.09570158808974,0.98761342029669,-0.509802383913386
"ENSMUSG00000033728",0.158111003529726,0.652856580243274,-0.256964725752952,1,0.165627020411111,0.893766746843301,-0.340901146996952,0.466468454692816,0.422591746164064,1,-0.0839364212439995,0.652856580243274,-0.506528167408063
"ENSMUSG00000022526",0.061111094413304,1,-0.56701551034821,1,-0.369249457149917,0.112067095784955,-1.26231933427058,1,0.197766053198293,1,-0.695303823922365,0.129218275666543,-0.893069877120658
"ENSMUSG00000003970",0.166032008385134,1,-0.367488797876881,0.585092953900933,0.193396226890163,1,0.121761609584618,0.22261320515682,0.560885024767044,1,0.489250407461499,1,-0.0716346173055447
"ENSMUSG00000063236",0.213568085538464,0.80688588086289,0.334522751793708,0.726683205941114,0.319871832622164,1,-0.0226629648446442,1,-0.0146509191715444,0.893766746843301,-0.357185716638352,0.806885880862891,-0.342534797466808
"ENSMUSG00000018893",0.0786926902104451,1,-4.60161701838124,1,-6.09500440669884,0.498113131893651,4.00490802516406,1,-1.4933873883176,0.697203143433618,8.6065250435453,0.0653830957606596,10.0999124318629
"ENSMUSG00000033565",0.0779601530270504,1,-0.2735510908387,1,-0.190889947056024,0.287752883586541,-0.522212510576205,0.8937667468433,0.0826611437826766,1,-0.248661419737504,0.112067095784955,-0.331322563520181
"ENSMUSG00000116284",0.00591417234225754,0.72332541035453,0.781311388109253,1,-1.831991750788,0.193493133295743,3.06774962717644,0.0610940346354423,-2.61330313889725,1,2.28643823906718,0.00951709587699546,4.89974137796444
"ENSMUSG00000010601",0.00552742000108538,1,1.24017829976027,1,-0.362413513647632,0.0528879294252797,2.55018444458609,0.287752883586541,-1.6025918134079,1,1.31000614482582,0.00667090761816205,2.91259795823372
"ENSMUSG00000050014",0.28090703325579,1,1.07986936026072,1,-0.537503688399555,1,-1.31194825516666,0.652058671487274,-1.61737304866027,0.465798504832527,-2.39181761542738,1,-0.774444566767108
"ENSMUSG00000084497",0.0155989297021905,0.193493133295743,-3.79390805037427,1,-1.55757338328003,0.01631416571159,-5.12497523276283,1,2.23633466709424,1,-1.33106718238856,0.251560332954657,-3.5674018494828
"ENSMUSG00000016552",0.0871066112077347,0.148610940055914,-1.69594235903766,1,-0.485271673302482,0.287752883586541,-1.33307444329788,0.893766746843301,1.21067068573518,1,0.362867915739786,1,-0.847802769995394
"ENSMUSG00000097057",0.0524347241217284,1,-0.864519956066642,1,1.004730088778,0.987613420296689,-0.481419582113717,0.253417121756203,1.86925004484464,1,0.383100373952925,0.0528879294252797,-1.48614967089171
"ENSMUSG00000005716",0.00752144723274346,1,-5.36455477009236,1,-4.69354258857767,0.287752883586541,4.16436822969408,1,0.671012181514687,0.0719772847482238,9.52892299978644,0.00551751290674228,8.85791081827175
"ENSMUSG00000071715",0.18568707736133,1,0.025376788572942,1,0.158666001034451,0.652856580243274,-1.61780885886683,1,0.133289212461509,0.652856580243274,-1.64318564743977,0.253417121756203,-1.77647485990128
"ENSMUSG00000071714",0.0468456591792273,0.8937667468433,-1.3124068838194,1,-0.521253050611363,0.0326638908312147,-3.17644983526506,1,0.791153833208036,1,-1.86404295144566,0.466468454692816,-2.6551967846537
"ENSMUSG00000071713",0.0435956883557432,0.585092953900933,-1.22885551224369,0.652856580243274,-1.01177637152649,0.0276707006946457,-2.38525929818938,1,0.217079140717201,1,-1.15640378594569,1,-1.37348292666289
"ENSMUSG00000071711",0.00151297059233667,0.129218275666543,1.25452562716882,1,0.293628048727022,0.00551751290674227,2.69408015699323,0.253417121756203,-0.9608975784418,1,1.43955452982441,0.0138785012176004,2.40045210826621
"ENSMUSG00000068227",0.0592711924878992,1,-0.0650726937866568,1,-0.707118231476631,0.287752883586541,-1.62738585126698,0.726683205941114,-0.642045537689974,0.0719772847482238,-1.56231315748032,1,-0.920267619790349
"ENSMUSG00000022440",0.00959504378478588,0.195056667874317,-1.94428309034944,1,0.424752916713638,0.287752883586541,-2.11967355525282,0.0384566636927224,2.36903600706308,1,-0.175390464903378,0.0617792938327118,-2.54442647196646
"ENSMUSG00000033220",0.0257237409591545,0.8937667468433,-0.696214779488977,1,-0.722611829309801,0.0165572936118174,-2.36880572872265,1,-0.026397049820824,0.726683205941114,-1.67259094923367,0.287752883586541,-1.64619389941285
"ENSMUSG00000116097",0.00481284305959378,0.98761342029669,0.840435594059908,1,-1.40079601392146,0.0969415875670879,1.64129048071234,0.129218275666543,-2.24123160798137,1,0.800854886652432,0.00551751290674226,3.0420864946338
"ENSMUSG00000018008",0.0438203520219791,1,-0.351168269572262,1,-0.435968166402846,0.0326638908312148,-2.71317902208067,1,-0.0847998968305835,0.325916268762689,-2.36201075250841,0.652856580243275,-2.27721085567783
"ENSMUSG00000018169",0.917004311003211,1,-0.202120465117437,1,-0.777401306365118,1,-0.736352287721293,1,-0.575280841247681,1,-0.534231822603855,1,0.0410490186438251
"ENSMUSG00000043501",0.00850639229307647,0.0115566090546968,-4.98377926443707,1,-1.53426021675514,0.0717847568298657,-2.83131912535588,0.28724944447278,3.44951904768193,1,2.15246013908118,0.986660993001909,-1.29705890860074
"ENSMUSG00000033099",0.38811446252849,1,0.14402443287436,1,-0.15644283824042,1,0.0144423803994386,0.523071818441571,-0.30046727111478,1,-0.129582052474921,1,0.170885218639859
"ENSMUSG00000115867",0.0306901527430947,0.368212974836413,1.443871195205,1,1.36288999848398,0.0233790026157443,2.65886308033036,1,-0.0809811967210169,1,1.21499188512536,0.466468454692816,1.29597308184638
"ENSMUSG00000116262",0.111888568722672,1,1.12929774370484,0.287752883586541,1.90710386284736,0.170475483597854,1.82256538625945,1,0.77780611914252,1,0.693267642554611,1,-0.084538476587909
"ENSMUSG00000033029",0.0220021893709327,0.585092953900933,-0.70928918781594,1,0.160508592670592,0.0528879294252798,-1.55470049544632,0.726683205941114,0.869797780486532,1,-0.845411307630381,0.0719772847482238,-1.71520908811691
"ENSMUSG00000042622",0.00288191103130919,0.253417121756203,-3.27867020219985,1,0.780410085203597,0.170475483597854,-2.62133838410162,0.0197007659164142,4.05908028740345,1,0.657331818098237,0.011602209439894,-3.40174846930521
"ENSMUSG00000009035",0.00776448684538956,1,-0.304399694889209,1,0.29670316884602,0.0326638908312147,-1.46837406232411,1,0.60110286373523,0.368212974836413,-1.1639743674349,0.00967345803343742,-1.76507723117013
"ENSMUSG00000022433",0.193019271690766,1,-0.594153299431024,1,-0.606941019541597,0.195056667874317,-1.03077584757798,1,-0.0127877201105728,1,-0.436622548146951,0.987613420296689,-0.423834828036378
"ENSMUSG00000010830",0.014246620835284,0.652856580243274,-2.46106614341185,1,0.412385382628773,0.0617792938327118,-2.69449312090706,0.414956951645842,2.87345152604063,1,-0.23342697749521,0.0326638908312148,-3.10687850353584
"ENSMUSG00000055065",0.074869715436669,1,0.254358300230413,1,0.210239553787897,0.726683205941115,-0.327005871119524,1,-0.0441187464425156,0.112067095784955,-0.581364171349937,0.170475483597854,-0.537245424907422
"ENSMUSG00000087543",0.424441454312905,1,-0.519960001939625,1,-0.757538914350663,1,-0.517558834302681,1,-0.237578912411039,1,0.0024011676369439,1,0.239980080047983
"ENSMUSG00000053411",0.0824111639578002,1,0.2837737291426,1,-0.497335978876254,0.414956951645842,0.461479108264804,0.523071818441571,-0.781109708018855,1,0.177705379122203,0.148610940055914,0.958815087141058
"ENSMUSG00000000489",0.0711727949813558,1,-1.44181164732232,0.987613420296689,-1.8155860240919,0.0969415875670879,-2.56914142557491,1,-0.373774376769578,0.253417121756203,-1.12732977825258,1,-0.753555401483005
"ENSMUSG00000022414",0.0845144155558118,0.170475483597854,-0.945656687683892,1,-0.541052967660852,0.170475483597854,-0.750667213198677,1,0.404603720023041,1,0.194989474485215,1,-0.209614245537825
"ENSMUSG00000042406",0.547877235956249,1,0.298250760059397,1,0.44720373940093,0.98761342029669,0.519463918232781,1,0.148952979341532,1,0.221213158173383,1,0.0722601788318511
"ENSMUSG00000022416",0.0843286354239947,1,0.245671396136138,0.584337281131253,-1.45876852918698,1,0.437938837497467,0.194665436080412,-1.70443992532312,1,0.192267441361329,0.128923630205845,1.89670736668445
"ENSMUSG00000042351",0.104863035535106,1,0.985053380327046,1,-1.05004034439122,0.98761342029669,-0.857493618500931,0.523071818441571,-2.03509372471827,0.112067095784955,-1.84254699882798,1,0.19254672589029
"ENSMUSG00000022408",0.0138770886773619,1,-1.41095226019329,0.0969415875670879,1.97168137579447,1,0.469219497960225,0.0116022094398939,3.38263363598776,0.8937667468433,1.88017175815351,0.585092953900933,-1.50246187783425
"ENSMUSG00000103520",0.338600665037792,1,-0.399044421049973,0.726683205941115,-0.860696636125092,1,-0.573034694557815,0.652856580243274,-0.461652215075119,1,-0.173990273507842,1,0.287661941567277
"ENSMUSG00000022477",0.0906821468582865,1,0.182409995750366,0.368212974836413,0.217291950061797,0.148610940055914,0.858898644898091,1,0.034881954311431,0.726683205941114,0.676488649147725,1,0.641606694836294
"ENSMUSG00000042109",0.0328274594001774,1,-0.364986885803598,0.148610940055914,-1.6579311559283,1,0.378539528997968,0.80688588086289,-1.29294427012471,1,0.743526414801566,0.0326638908312147,2.03647068492627
"ENSMUSG00000063480",0.226201646869353,0.806885880862891,0.255400604880723,0.368212974836413,0.42836914755106,0.585092953900933,0.0941706236737847,1,0.172968542670337,1,-0.161229981206938,1,-0.334198523877275
"ENSMUSG00000068105",0.450133740303024,1,0.589441588926756,1,-1.54969696187079,1,0.724535643110962,1,-2.13913855079755,1,0.135094054184206,1,2.27423260498176
"ENSMUSG00000068085",0.0152533498316099,1,0.344424868138027,1,0.829165459883921,0.00804384670337687,2.12703836229329,1,0.484740591745894,0.368212974836413,1.78261349415526,0.368212974836413,1.29787290240937
"ENSMUSG00000094806",0.0038467943048895,0.325916268762689,1.14188271652837,1,0.72436015380931,0.0020513277846605,2.58281849197376,1,-0.417522562719064,0.585092953900933,1.44093577544538,0.112067095784955,1.85845833816445
"ENSMUSG00000068086",0.00148872903926201,0.0836405535631546,1.90960477866592,1,0.622927837051212,0.00251371220634032,3.15145590896477,0.523071818441571,-1.28667694161471,1,1.24185113029885,0.0326638908312147,2.52852807191356
"ENSMUSG00000096852",0.0026451799892456,0.253417121756203,1.41215883419224,1,0.0734049621376532,0.0138785012176004,2.79396760241935,0.22261320515682,-1.33875387205459,1,1.38180876822711,0.0116022094398939,2.72056264028169
"ENSMUSG00000118516",0.0034569073013479,0.22261320515682,2.78916263372174,1,-0.810765833060607,0.0617792938327117,3.1984772492359,0.0617792938327118,-3.59992846678235,1,0.409314615514163,0.0138785012176004,4.00924308229651
"ENSMUSG00000116341",0.0549035189273598,1,0.477265103261204,1,-0.928832064172035,0.414956951645842,1.30069772656538,0.806885880862891,-1.40609716743324,1,0.823432623304174,0.0451578909987473,2.22952979073741
"ENSMUSG00000058613",0.305883864419516,1,-0.220122455685892,1,0.336551321030966,0.893766746843301,1.35765711163176,1,0.556673776716858,0.523071818441571,1.57777956731765,0.893766746843301,1.02110579060079
"ENSMUSG00000022445",0.0190083940267939,0.414956951645842,0.763194701463225,1,0.480074755641726,0.0138785012176004,1.78516611941193,1,-0.283119945821499,1,1.0219714179487,0.253417121756203,1.3050913637702
"ENSMUSG00000058099",0.105388111178274,1,-0.25162138542524,1,-0.357912413600486,0.129218275666543,-1.89800370832375,1,-0.106291028175246,0.523071818441571,-1.64638232289851,0.368212974836413,-1.54009129472327
"ENSMUSG00000058586",0.0125569928561895,1,0.508319534277618,1,0.198470647069512,0.0165572936118174,1.57907971553017,1,-0.309848887208106,0.523071818441571,1.07076018125255,0.0451578909987473,1.38060906846066
"ENSMUSG00000018040",0.0208832979046036,1,-0.451279214241965,1,0.115437053780614,0.112067095784955,-0.886177272582058,0.523071818441571,0.566716268022578,1,-0.434898058340093,0.0276707006946457,-1.00161432636267
"ENSMUSG00000116508",0.0172991665148586,1,-0.307556949294051,0.0528879294252797,1.52048239534503,1,-0.121918160863692,0.0528879294252797,1.82803934463908,1,0.185638788430359,0.0617792938327117,-1.64240055620872
"ENSMUSG00000047878",0.126056548007017,1,0.248379891502809,1,-0.551877291542694,0.129218275666543,-1.55015888108641,1,-0.800257183045504,1,-1.79853877258922,0.523071818441571,-0.998281589543715
"ENSMUSG00000075511",0.0715343957721158,1,0.140347031409495,1,0.103661407591921,0.0836405535631546,0.824141617498846,1,-0.0366856238175739,0.325916268762689,0.683794586089351,0.325916268762689,0.720480209906925
"ENSMUSG00000016763",0.901644469784281,1,-0.881718065702641,1,-0.677865990146548,1,-1.81137410508667,1,0.203852075556093,1,-0.929656039384031,1,-1.13350811494012
"ENSMUSG00000018865",0.0265389179229784,1,0.765702692625586,0.129218275666543,-1.59048989823173,1,0.42112938964629,0.0451578909987474,-2.35619259085731,1,-0.344573302979295,0.096941587567088,2.01161928787802
"ENSMUSG00000041653",0.950648967176988,1,-0.748258987125549,1,-0.623349091216681,1,0.210901689519113,1,0.124909895908868,1,0.959160676644662,1,0.834250780735793
"ENSMUSG00000022438",0.0704548884253057,0.8937667468433,-1.08593421977291,1,-1.49574818315786,0.0617792938327118,-2.27319608709293,1,-0.409813963384944,1,-1.18726186732002,0.466468454692816,-0.777447903935073
"ENSMUSG00000022439",0.0321547727148195,1,-0.38696330464597,1,-0.272835746694346,0.0617792938327118,-3.11121506959763,1,0.114127557951624,0.414956951645842,-2.72425176495166,0.0617792938327118,-2.83837932290328
"ENSMUSG00000055745",0.0704548884253052,1,-0.894366842724516,0.368212974836413,-2.14756771222859,0.0719772847482237,-1.55851439189692,1,-1.25320086950407,0.8937667468433,-0.664147549172403,1,0.589053320331671
"ENSMUSG00000006369",0.0586699210641033,0.8937667468433,-1.99321884526927,0.0384566636927224,-2.82934610889328,1,-0.640516681849274,1,-0.836127263624006,1,1.35270216342,0.8937667468433,2.188829427044
"ENSMUSG00000022382",0.328012689366359,1,-0.551069535338259,1,-2.15636652394814,0.463788829751818,-1.45357343113192,1,-1.60529698860988,1,-0.902503895793658,1,0.70279309281622
"ENSMUSG00000064284",0.207498936961635,1,-0.327175392928378,0.98761342029669,0.45721891110579,1,0.0447124574820026,0.22261320515682,0.784394304034168,1,0.37188785041038,1,-0.412506453623788
"ENSMUSG00000052496",0.0195525999157757,1,1.02132660075543,0.0522790401638605,-2.18291167913883,1,0.411281535959506,0.0379806258255323,-3.20423827989425,1,-0.61004506479592,0.147312581772903,2.59419321509833
"ENSMUSG00000035944",0.01154191706471,1,0.286180447094027,0.806885880862892,-0.334322462911788,0.414956951645842,1.58005730677943,0.806885880862892,-0.620502910005814,0.414956951645842,1.29387685968541,0.00551751290674228,1.91437976969122
"ENSMUSG00000022385",0.00113092940641706,0.0528879294252797,-4.23785743641598,0.726683205941114,-2.29543655164338,0.000712879705934139,-5.96054106247241,1,1.94242088477259,1,-1.72268362605643,0.129218275666543,-3.66510451082903
"ENSMUSG00000035891",0.0245468024484195,0.195056667874317,-1.05545580691152,1,-0.211802750717695,0.0451578909987473,-2.29199986212936,0.80688588086289,0.843653056193821,1,-1.23654405521784,0.253417121756203,-2.08019711141166
"ENSMUSG00000023272",0.10125705715312,0.0969415875670879,3.15194324163177,0.466468454692815,2.73571729211781,0.80688588086289,2.43318179258788,1,-0.416225949513966,1,-0.718761449043893,1,-0.302535499529927
"ENSMUSG00000035828",0.0595740660014904,0.80688588086289,-0.514210094374812,0.195056667874317,-1.0460721176861,1,7.46709977594531e-05,1,-0.531862023311285,0.652856580243274,0.514284765372572,0.148610940055914,1.04614678868386
"ENSMUSG00000022388",0.0101155808749192,0.170475483597854,1.75520788258762,1,-0.11698089752074,0.0451578909987473,2.43424742196399,0.253417121756203,-1.87218878010836,1,0.679039539376369,0.0719772847482238,2.55122831948473
"ENSMUSG00000022610",0.304465674467213,1,-0.356353941641488,1,-1.62349755531872,1,0.18931140444733,0.806885880862891,-1.26714361367723,1,0.545665346088818,0.523071818441571,1.81280895976605
"ENSMUSG00000053137",0.0495635947239793,1,-0.0957083811885538,0.652856580243274,-0.517586782599797,0.0836405535631547,-1.50027943971031,1,-0.421878401411243,0.195056667874317,-1.40457105852175,1,-0.98269265711051
"ENSMUSG00000036529",0.0673100761333459,0.414956951645842,-0.829555270096243,1,0.0231981077890418,0.195056667874317,-0.462418346190321,0.652856580243274,0.852753377885284,1,0.367136923905921,0.325916268762689,-0.485616453979363
"ENSMUSG00000047394",0.00601830899930537,0.22261320515682,1.19596002451515,1,0.744286681656224,0.00374425225403155,2.70835867599252,1,-0.451673342858921,1,1.51239865147738,0.170475483597854,1.9640719943363
"ENSMUSG00000078937",0.982924612708134,1,-0.409355763450505,1,-2.7878784374804,1,0.148051571763973,1,-2.3785226740299,1,0.557407335214478,1,2.93593000924438
"ENSMUSG00000022620",0.0741157910708351,1,0.0802093808563984,0.0969415875670879,0.581196215202666,1,0.140272940642741,0.368212974836413,0.500986834346268,1,0.0600635597863424,0.253417121756203,-0.440923274559925
"ENSMUSG00000022623",0.391625176271089,1,-0.408251204042818,1,0.00507505639605138,1,-1.25110277973555,1,0.41332626043887,1,-0.842851575692735,0.652856580243274,-1.2561778361316
"ENSMUSG00000052560",0.159666162759795,1,1.03391731933829,1,-0.00436355117504122,1,0.412922121226569,0.170475483597854,-1.03828087051333,0.80688588086289,-0.62099519811172,1,0.41728567240161
"ENSMUSG00000036298",0.0835876980581763,1,0.0722353793086747,0.493421876359943,-2.15437466333512,0.552650484519342,-1.26725362294681,0.305813815301901,-2.22661004264379,0.345964259208847,-1.33948900225548,1,0.88712104038831
"ENSMUSG00000055022",0.0429029163288015,1,0.76451400848756,0.61046351909932,-1.60540580637337,1,1.07453921644613,0.135536095723669,-2.36991981486093,1,0.310025207958569,0.0513723719941951,2.6799450228195
"ENSMUSG00000022635",0.00195861269189673,1,0.153470336626981,0.414956951645842,-0.921673082074166,0.287752883586541,0.667515064299953,0.0969415875670879,-1.07514341870115,0.987613420296689,0.514044727672972,0.000885469364358078,1.58918814637412
"ENSMUSG00000036158",0.809547269193997,1,0.227957103091938,1,-0.253288477712078,1,0.235595296155687,1,-0.481245580804015,1,0.00763819306374929,1,0.488883773867765
"ENSMUSG00000063296",0.235992433949147,0.463788829751818,-2.16635007700404,1,-3.08507351267046,1,-1.85163938114888,0.64966417858568,-0.918723435666424,1,0.31471069585516,1,1.23343413152158
"ENSMUSG00000022454",0.0650492228872177,1,0.335432788226263,0.208037395083345,-2.63544874234497,1,0.183656778864695,0.252952628113473,-2.97088153057123,1,-0.151776009361568,0.104011276475179,2.81910552120966
"ENSMUSG00000064210",0.0328274594001774,0.523071818441571,-1.01718101442302,1,-0.91250756527224,0.0233790026157443,-2.16281541394918,1,0.10467344915078,1,-1.14563439952616,0.414956951645842,-1.25030784867694
"ENSMUSG00000097536",0.0195119396975846,0.325916268762689,-1.41712436496047,0.325916268762689,-1.61503093087685,0.011602209439894,-2.06691581823134,1,-0.197906565916389,1,-0.64979145327088,1,-0.451884887354491
"ENSMUSG00000022462",0.0463673286498806,1,0.0147241582294056,0.287752883586541,-0.612145277131501,1,0.802806029402931,0.98761342029669,-0.626869435360907,1,0.788081871173525,0.0384566636927224,1.41495130653443
"ENSMUSG00000022469",0.268332049477675,1,-0.293495099786525,0.368212974836413,-0.574871531996233,1,-0.517134591714768,0.80688588086289,-0.281376432209708,1,-0.223639491928242,1,0.0577369402814655
"ENSMUSG00000022475",0.424441454312905,1,-0.124066663959924,1,-0.476685430385359,1,-0.775758659411624,1,-0.352618766425435,1,-0.6516919954517,1,-0.299073229026265
"ENSMUSG00000022479",0.101826364969843,0.841939219110028,-3.92585488795896,1,-3.10346375791208,0.0975582820733128,-3.35290280130213,1,0.822391130046876,1,0.57295208665683,0.679411808617012,-0.249439043390046
"ENSMUSG00000033065",0.0131661155560467,0.0969415875670878,-1.90558991594966,1,-3.9230060745727,1,0.354349689542922,1,-2.01741615862304,0.0165572936118174,2.25993960549259,0.368212974836413,4.27735576411563
"ENSMUSG00000022987",0.226201646869353,0.368212974836413,-1.07584220100157,0.585092953900933,-2.40483277335698,0.80688588086289,-0.930103980868091,1,-1.32899057235541,1,0.145738220133483,1,1.47472879248889
"ENSMUSG00000065336",0.653297452756968,1,-0.226341311865997,1,-0.208334258293033,1,0.384020027556987,1,0.018007053572964,1,0.610361339422985,1,0.59235428585002
"ENSMUSG00000003352",0.262081831047573,0.987613420296689,-0.826273846575845,1,-1.51914851386121,0.325916268762689,-1.01245138151667,1,-0.692874667285366,1,-0.186177534940821,1,0.506697132344546
"ENSMUSG00000054855",0.00437247981901919,0.287752883586541,-1.59004198501444,1,0.945707788829733,0.325916268762689,-1.66424338803164,0.0165572936118174,2.53574977384417,1,-0.0742014030172069,0.0197007659164142,-2.60995117686138
"ENSMUSG00000003355",0.0191080708258393,1,0.569173517971435,1,-0.342446172890418,0.0836405535631547,1.79973734286704,0.806885880862891,-0.911619690861852,0.987613420296689,1.2305638248956,0.0233790026157443,2.14218351575746
"ENSMUSG00000059213",0.709050016187368,1,1.40363580148525,1,-0.34171421555794,1,-0.454314280537477,1,-1.74535001704319,1,-1.85795008202273,1,-0.112600064979537
"ENSMUSG00000023000",0.0485579505775242,0.414956951645842,-1.25007751471078,1,-1.15965595965619,0.0451578909987473,-3.077594709181,1,0.0904215550545885,1,-1.82751719447022,0.523071818441571,-1.91793874952481
"ENSMUSG00000023004",0.00161391691976099,0.0969415875670879,-1.69375962822337,1,-0.393322790400889,0.00551751290674228,-2.53292313959499,0.253417121756203,1.30043683782248,1,-0.839163511371624,0.0197007659164142,-2.1396003491941
"ENSMUSG00000072235",0.167660366158253,1,-0.396956912561142,1,-0.823338254753864,0.22261320515682,-2.03819711402354,1,-0.426381342192722,0.466468454692816,-1.6412402014624,0.987613420296689,-1.21485885926968
"ENSMUSG00000023484",0.109873409459288,0.367627932283292,-2.40257814852204,0.208037395083346,-3.16618341966253,0.269641495738982,-1.82542778668976,1,-0.763605271140486,1,0.577150361832289,1,1.34075563297277
"ENSMUSG00000032783",0.053495379898673,1,-3.94724112227239,1,-2.1427757888787,0.0361083878328445,-4.17220548994572,1,1.80446533339368,0.569966484611365,-0.22496436767334,0.789258697158044,-2.02942970106702
"ENSMUSG00000037570",0.100248805455955,1,-0.163211827031436,1,-0.355224403293859,0.129218275666543,-0.642587735159855,1,-0.192012576262423,0.287752883586541,-0.479375908128419,0.652856580243274,-0.287363331865996
"ENSMUSG00000100599",0.0775672178114504,0.253417121756203,-1.95214358378055,0.112067095784955,-2.14774739334897,0.325916268762689,-1.14354719726868,1,-0.195603809568421,1,0.80859638651187,1,1.00420019608029
"ENSMUSG00000023007",0.297462255831353,1,-0.324359661553175,0.893766746843301,-0.464025884457477,1,-0.00877187386875698,1,-0.139666222904302,1,0.315587787684418,0.466468454692816,0.45525401058872
"ENSMUSG00000023008",0.00969699194678683,0.585092953900933,-1.16867137255546,1,0.261408407657471,0.0969415875670879,-2.06141176748607,0.170475483597854,1.43007978021294,1,-0.892740394930601,0.0197007659164142,-2.32282017514354
"ENSMUSG00000023009",0.0704548884253057,1,0.0141992774789936,0.466468454692816,-0.629628861184033,0.287752883586541,-1.27233446364947,0.466468454692816,-0.643828138663027,0.287752883586541,-1.28653374112846,1,-0.642705602465437
"ENSMUSG00000023011",0.0285531516477233,1,-0.122241097601401,0.123373983093299,-1.67143269408642,1,1.0649906890099,0.187276685230993,-1.54919159648502,1,1.1872317866113,0.0361083878328445,2.73642338309632
"ENSMUSG00000023015",0.196785749822119,1,-3.51504111935202,1,-1.46069116624232,0.195056667874317,-3.25639457835546,1,2.05434995310969,1,0.258646540996551,1,-1.79570341211314
"ENSMUSG00000023019",0.0289885269159662,1,-0.273360624249305,0.523071818441571,0.857844573621379,0.148610940055914,1.09545447214855,0.325916268762689,1.13120519787068,0.0836405535631546,1.36881509639786,1,0.237609898527171
"ENSMUSG00000023021",0.0513724408428683,0.987613420296689,-0.65990099774163,1,-0.530807398017017,0.0384566636927224,-1.99393689349241,1,0.129093599724613,1,-1.33403589575078,0.414956951645842,-1.46312949547539
"ENSMUSG00000096111",0.0118570886779659,1,2.03506154587874,0.803368401472881,-1.2661559683085,0.983801416732078,2.23921298989277,0.0322450247823796,-3.30121751418723,1,0.20415144401403,0.0230578300393278,3.50536895820126
"ENSMUSG00000023025",0.348040503830804,1,0.00699478255122953,1,-0.53260631863202,1,-0.196613700701073,1,-0.539601101183249,1,-0.203608483252303,1,0.335992617930947
"ENSMUSG00000056487",0.0026451799892456,0.585092953900933,1.12511738511214,0.8937667468433,-1.0757758218732,0.414956951645842,1.23544059788371,0.0116022094398939,-2.20089320698533,1,0.110323212771575,0.00667090761816204,2.31121641975691
"ENSMUSG00000023030",0.0159073409310984,1,0.526371881015442,0.0384566636927224,0.855509638964539,0.0384566636927224,0.916581641294757,0.8937667468433,0.329137757949097,0.8937667468433,0.390209760279315,1,0.0610720023302181
"ENSMUSG00000037353",0.00164902907506233,0.0384566636927224,0.730066654709238,1,0.329328782800132,0.00307202713313942,1.05741679359734,0.466468454692816,-0.400737871909106,1,0.327350138888099,0.0719772847482238,0.728088010797206
"ENSMUSG00000044636",0.344868703590711,1,-0.635568758656282,1,-0.324953182924989,0.414956951645842,-0.531194625997548,1,0.310615575731293,1,0.104374132658734,1,-0.206241443072559
"ENSMUSG00000116180",0.169303722457877,1,-0.0328103339216893,1,-0.499494109370156,0.585092953900933,0.954548327687117,1,-0.466683775448466,0.368212974836413,0.987358661608806,0.325916268762689,1.45404243705727
"ENSMUSG00000098112",0.0897752507659001,1,-0.529192589262518,1,-0.576843965822957,0.0969415875670879,-2.53008867096304,1,-0.0476513765604393,1,-2.00089608170052,0.325916268762689,-1.95324470514008
"ENSMUSG00000037280",0.00698319445326556,0.22261320515682,-1.42295693747776,1,-0.319234927406409,0.00967345803343742,-3.11800411296994,0.8937667468433,1.10372201007135,1,-1.69504717549218,0.0719772847482237,-2.79876918556353
"ENSMUSG00000023032",0.6975180135774,1,-0.15064365383222,1,0.0101083824526628,1,-0.060554113775054,1,0.160752036284883,1,0.0900895400571666,1,-0.0706624962277167
