"","KW_Pval","Pval_d1t1_vs_d1t2","log2FoldChange_d1t1_vs_d1t2","Pval_d1t1_vs_d2t1","log2FoldChange_d1t1_vs_d2t1","Pval_d1t1_vs_d2t2","log2FoldChange_d1t1_vs_d2t2","Pval_d1t2_vs_d2t1","log2FoldChange_d1t2_vs_d2t1","Pval_d1t2_vs_d2t2","log2FoldChange_d1t2_vs_d2t2","Pval_d2t1_vs_d2t2","log2FoldChange_d2t1_vs_d2t2"
"ENSMUSG00000029204",0.0824111639578002,1,-0.78731994325578,0.806885880862891,-1.12916586263301,0.0617792938327118,-2.61306665432868,1,-0.341845919377227,0.98761342029669,-1.8257467110729,1,-1.48390079169567
"ENSMUSG00000107304",0.0992501854007264,1,-1.13925765033111,0.112067095784955,-3.11494235061721,0.726683205941114,-1.99404705522821,0.585092953900933,-1.9756847002861,1,-0.854789404897107,1,1.12089529538899
"ENSMUSG00000107390",0.0229394881020731,0.987613420296689,-1.39217246366209,0.0138785012176004,-2.92391750427504,0.368212974836413,-1.63262489532652,0.585092953900933,-1.53174504061295,1,-0.240452431664431,1,1.29129260894852
"ENSMUSG00000029223",0.0744918318618223,1,-0.186716318991322,0.195056667874317,-2.02704487152459,1,-0.0591352564708196,0.112067095784955,-1.84032855253327,1,0.127581062520502,0.414956951645842,1.96790961505377
"ENSMUSG00000037736",0.729811644776014,1,-1.12495135573463,1,-3.05425412821964,1,-0.0544349302420733,1,-1.92930277248501,1,1.07051642549256,1,2.99981919797757
"ENSMUSG00000092060",0.0227015537705581,1,-0.289359877324189,1,-0.484560635815199,0.0276707006946457,-1.92480776083909,1,-0.19520075849101,0.096941587567088,-1.6354478835149,0.195056667874317,-1.44024712502389
"ENSMUSG00000037685",0.00576770280396289,1,-0.459840559176266,0.129218275666543,-0.939183601532416,0.00804384670337686,-1.99606425205646,0.806885880862891,-0.47934304235615,0.0969415875670878,-1.53622369288019,1,-1.05688065052404
"ENSMUSG00000029156",0.0278093602610689,0.325916268762689,-1.01385556437972,1,-1.86266068197321,0.0326638908312147,-1.58286334651961,1,-0.848805117593494,1,-0.569007782139886,0.253417121756202,0.279797335453607
"ENSMUSG00000029228",0.216663881536022,1,-1.31104466499248,1,-0.962574833692191,0.987613420296689,0.560090080641453,1,0.348469831300287,0.414956951645842,1.87113474563393,0.414956951645842,1.52266491433364
"ENSMUSG00000029229",0.896432373341911,1,-0.380057462801283,1,0.0294059578003471,1,-0.11040137631765,1,0.409463420601631,1,0.269656086483634,1,-0.139807334117997
"ENSMUSG00000107205",0.0636506429295046,0.22261320515682,-1.81283967762565,0.0719772847482237,-3.17721300906814,0.523071818441571,-1.34350547849468,1,-1.36437333144248,1,0.469334199130975,1,1.83370753057346
"ENSMUSG00000029231",0.13778666587133,1,-0.432681842264676,1,0.296400839956268,0.726683205941115,-1.1633408023342,0.585092953900933,0.729082682220944,1,-0.730658960069528,0.253417121756203,-1.45974164229047
"ENSMUSG00000005672",0.315976672035365,1,0.219048211807443,1,-0.395284551171895,0.98761342029669,-0.989714497698781,1,-0.614332762979338,0.523071818441571,-1.20876270950622,1,-0.594429946526886
"ENSMUSG00000062960",0.156570129815747,1,-0.0299428681738685,0.523071818441571,-0.692905769454382,0.8937667468433,-1.05101982676356,0.466468454692816,-0.662962901280513,0.806885880862891,-1.02107695858969,1,-0.358114057309177
"ENSMUSG00000055923",0.0604917224150865,0.096941587567088,0.498201068514588,0.652856580243275,0.368643155670686,0.129218275666543,0.538711541644211,1,-0.129557912843902,1,0.040510473129623,1,0.170068385973525
"ENSMUSG00000036256",0.950648967176988,1,0.164342959684158,1,0.0334872518792779,1,-0.689888163106619,1,-0.13085570780488,1,-0.854231122790777,1,-0.723375414985897
"ENSMUSG00000106926",0.140530524981452,1,-0.486507038695333,0.466468454692815,-1.35027756849685,1,0.168165493469351,1,-0.863770529801515,1,0.654672532164683,0.22261320515682,1.5184430619662
"ENSMUSG00000035836",0.00662220815126068,0.0719772847482236,2.00627575133538,1,0.588287859365458,0.0116022094398939,2.70692682093145,0.652856580243274,-1.41798789196992,1,0.700651069596073,0.170475483597854,2.11863896156599
"ENSMUSG00000104802",0.133765983276584,1,0.480014110538082,0.112067095784955,1.33429640565296,1,0.506641756418156,1,0.854282295114875,1,0.0266276458800732,1,-0.827654649234802
"ENSMUSG00000105315",0.174324997058285,1,0.731867860093273,1,0.531168882732339,0.287752883586541,1.73290344975226,1,-0.200698977360935,0.987613420296689,1.00103558965899,0.368212974836413,1.20173456701992
"ENSMUSG00000057425",0.18568707736133,1,-0.363866223805874,1,-1.05773513886945,0.195056667874317,-1.12105508961444,1,-0.693868915063571,0.806885880862891,-0.757188865808568,1,-0.0633199507449961
"ENSMUSG00000106303",0.00203410167093203,0.265295817833927,3.18904641546488,1,-0.430194351777436,0.0207231389299023,5.54774508589357,0.117585749242318,-3.61924076724232,1,2.35869867042869,0.00702017506564036,5.977939437671
"ENSMUSG00000104664",0.0114523931549694,0.688173550182289,1.75458460059998,1,2.16249346557868,0.00604229789791824,5.40036691493878,1,0.407908864978702,0.522358931183527,3.6457823143388,0.237146170559461,3.2378734493601
"ENSMUSG00000061906",0.00338376156377372,0.195056667874317,3.66938281526973,1,-0.651398504064476,0.129218275666543,5.04230697730877,0.0276707006946457,-4.3207813193342,1,1.37292416203904,0.0165572936118174,5.69370548137325
"ENSMUSG00000054945",0.732528123940764,1,-0.110609123590787,1,0.0999478489599454,1,-0.690158272830091,1,0.210556972550732,1,-0.579549149239304,1,-0.790106121790036
"ENSMUSG00000054932",0.0254575093187222,1,-2.05242738724714,1,0.84216616934867,0.287752883586541,-2.83743760930296,0.466468454692816,2.89459355659581,1,-0.785010222055826,0.0197007659164142,-3.67960377865163
"ENSMUSG00000029373",0.0495635947239793,1,-0.722298433792299,0.0836405535631547,-1.55593550759316,0.195056667874317,-2.35699834125637,0.652856580243274,-0.833637073800862,1,-1.63469990746407,1,-0.801062833663205
"ENSMUSG00000029380",0.129856881770778,0.22261320515682,2.63899432242144,1,-1.16385033994895,1,1.10999171627741,0.253417121756203,-3.80284466237039,1,-1.52900260614402,1,2.27384205622636
"ENSMUSG00000058427",0.0744918318618223,1,-0.991958985872413,1,-0.0313986938279807,0.195056667874317,-2.44351037753824,1,0.960560292044433,0.414956951645842,-1.45155139166583,0.112067095784955,-2.41211168371026
"ENSMUSG00000029377",0.0840103192895719,1,0.0056135762645978,1,-0.630149282712037,0.222186163319806,-5.79481276917395,1,-0.635762858976635,0.237146170559461,-5.80042634543855,0.182036667211869,-5.16466348646192
"ENSMUSG00000029378",0.00245391716242718,0.0719772847482237,-3.78116667470996,1,1.32946566982168,0.0617792938327118,-3.44417444262607,0.0326638908312147,5.11063234453164,1,0.336992232083898,0.0276707006946457,-4.77364011244774
"ENSMUSG00000107198",0.0377418520240212,1,-1.29690558690114,0.726683205941114,1.03801021608672,1,-0.0236355110856524,0.0233790026157443,2.33491580298786,0.585092953900933,1.27327007581549,1,-1.06164572717237
"ENSMUSG00000082361",0.00116813361074762,0.148610940055914,-2.78507376876475,1,1.16414720364001,0.368212974836413,-2.00795076972763,0.00307202713313942,3.94922097240477,1,0.777122999037123,0.0116022094398939,-3.17209797336765
"ENSMUSG00000034981",0.195837767371991,0.726683205941114,-1.6703805034375,0.414956951645842,-2.35141132237899,0.368212974836413,-1.48019395969651,1,-0.681030818941487,1,0.190186543740996,1,0.871217362682483
"ENSMUSG00000084111",0.140530524981452,0.22261320515682,-1.23639336164718,0.466468454692816,-1.14812823265278,0.414956951645842,-0.994749087627683,1,0.0882651289944035,1,0.241644274019502,1,0.153379145025098
"ENSMUSG00000034842",0.798486607120662,1,-1.01410912769515,1,-3.47009174978011,1,-0.0528948611470193,1,-2.45598262208497,1,0.961214266548128,1,3.4171968886331
"ENSMUSG00000034855",0.00662220815126068,0.287752883586541,-1.98325181618893,1,-0.81616426413376,0.00967345803343742,-3.69582030224298,0.893766746843301,1.16708755205517,1,-1.71256848605405,0.0528879294252797,-2.87965603810922
"ENSMUSG00000047963",0.0265389179229786,1,0.00347416654705828,0.287752883586541,0.776146761300893,0.148610940055914,0.808641925726472,0.253417121756203,0.772672594753835,0.129218275666543,0.805167759179413,1,0.0324951644255784
"ENSMUSG00000050050",0.105388111178274,1,-0.670419454226484,0.523071818441571,0.84426943881531,1,0.370957613478927,0.129218275666543,1.51468889304179,0.806885880862891,1.04137706770541,1,-0.473311825336383
"ENSMUSG00000063015",0.0569014101144259,0.368212974836413,0.307312137072532,0.726683205941115,0.358921461949361,0.0451578909987473,0.675305617701364,1,0.0516093248768291,1,0.367993480628832,1,0.316384155752003
"ENSMUSG00000106870",0.255964055940169,0.414956951645842,0.777191489380387,1,-0.432321703858668,1,0.241303437173016,0.585092953900933,-1.20951319323906,1,-0.535888052207371,1,0.673625141031685
"ENSMUSG00000023078",0.233885627410338,1,-1.24565656532254,1,-1.0572740126093,1,-0.119412297002587,1,0.188382552713241,0.325916268762689,1.12624426831996,0.987613420296689,0.937861715606716
"ENSMUSG00000107092",0.0212129654281519,1,-0.836048907341519,0.523071818441571,1.85036077706475,1,-0.713180976448453,0.148610940055914,2.68640968440627,1,0.122867930893066,0.0165572936118174,-2.5635417535132
"ENSMUSG00000034724",0.263321208743289,1,-0.14367277893699,1,-0.256843940095423,1,0.156818503516635,1,-0.113171161158433,1,0.300491282453624,0.287752883586541,0.413662443612058
"ENSMUSG00000029484",0.0288384953614183,1,-1.22600675729493,1,-0.356961082584328,0.0384566636927224,-4.02313699157095,1,0.8690456747106,0.987613420296689,-2.79713023427602,0.0969415875670878,-3.66617590898662
"ENSMUSG00000105814",0.0105519834366006,0.987613420296689,1.07223567926283,0.893766746843301,-2.08760122662808,0.8937667468433,1.20100894773866,0.0276707006946457,-3.15983690589092,1,0.128773268475823,0.0233790026157444,3.28861017436674
"ENSMUSG00000100157",0.607502552470092,1,-0.632036115366389,1,0.0209537478812513,1,0.152565072730309,1,0.65298986324764,1,0.784601188096698,1,0.131611324849057
"ENSMUSG00000097772",0.300246186191203,0.523071818441571,-1.34102537485524,1,-0.626020145140846,0.726683205941114,-0.650392426372137,1,0.715005229714391,1,0.690632948483101,1,-0.0243722812312909
"ENSMUSG00000106391",0.0570483205202915,1,-0.815658708187729,0.111800847341976,-1.85090647608047,0.252952628113473,-2.02246176534668,0.522358931183527,-1.03524776789274,0.986660993001907,-1.20680305715895,1,-0.171555289266208
"ENSMUSG00000029322",0.176029565219458,1,-0.577405821185369,1,-0.180107836741928,0.22261320515682,-1.95837856671648,1,0.397297984443441,1,-1.38097274553112,0.523071818441571,-1.77827072997456
"ENSMUSG00000035273",0.114139322090324,1,-0.386671394105034,1,0.346162321681853,0.726683205941114,-1.11244496533619,0.893766746843301,0.732833715786887,1,-0.725773571231158,0.112067095784955,-1.45860728701805
"ENSMUSG00000087611",0.200620534823485,0.414956951645842,-1.94103022939059,1,-0.39069060856783,1,-0.171042704974655,0.652856580243274,1.55033962082276,0.414956951645842,1.76998752441593,1,0.219647903593175
"ENSMUSG00000029314",0.00483855507929205,1,-1.01892920793541,0.148610940055914,1.30177153622799,1,-0.0267124911486288,0.00251371220634033,2.3207007441634,1,0.992216716786784,0.148610940055914,-1.32848402737661
"ENSMUSG00000057315",0.190238612356741,1,-0.0897227595885074,1,-0.13506112123126,0.523071818441571,-0.746977128720351,1,-0.0453383616427527,0.726683205941114,-0.657254369131843,0.287752883586541,-0.611916007489091
"ENSMUSG00000046709",0.0113890877662008,1,0.388409608961243,0.101747748292349,-1.9414683949832,1,0.764024268890545,0.0316223319034925,-2.32987800394444,1,0.375614659929302,0.0245888450924594,2.70549266387374
"ENSMUSG00000034573",0.265815927847882,1,-1.04831827701531,1,-1.41382001521119,0.466468454692816,-1.50054321352396,1,-0.365501738195878,1,-0.452224936508652,0.652856580243274,-0.0867231983127747
"ENSMUSG00000029321",0.488338221550059,1,-0.367113404489201,1,0.308976075375353,1,-1.21971450899048,1,0.676089479864554,1,-0.852601104501277,1,-1.52869058436583
"ENSMUSG00000029313",0.00900519311487107,0.22261320515682,-0.877441749489177,1,-0.0699325815487083,0.0326638908312148,-1.4342911072873,0.325916268762689,0.807509167940469,1,-0.556849357798124,0.0528879294252798,-1.36435852573859
"ENSMUSG00000029312",0.169303722457877,1,-0.0324507915183658,1,0.125684937104667,1,-0.17502207045533,1,0.158135728623033,1,-0.142571278936964,0.170475483597854,-0.300707007559997
"ENSMUSG00000029309",0.188405644111647,1,-0.846673732607595,0.22261320515682,-3.05347279779177,1,-0.515471700917406,1,-2.20679906518418,1,0.33120203169019,0.726683205941114,2.53800109687437
"ENSMUSG00000029304",0.0279541462198101,1,-0.0795772524847557,1,0.097909481234923,0.0719772847482238,-1.65672659539129,1,0.177486733719679,0.0719772847482238,-1.57714934290654,0.112067095784955,-1.75463607662621
"ENSMUSG00000034462",0.0862341546500003,1,-0.27425252578057,1,-0.306282489776555,0.0969415875670879,-1.29082481107469,1,-0.0320299639959852,0.806885880862891,-1.01657228529412,0.287752883586541,-0.984542321298138
"ENSMUSG00000029299",0.0824111639578002,1,-0.367484739651014,1,-0.265374228945478,0.0836405535631547,-1.93828506856183,1,0.102110510705537,0.806885880862891,-1.57080032891081,0.325916268762689,-1.67291083961635
"ENSMUSG00000029298",0.0495635947239793,1,-0.34799558509684,0.652856580243274,-0.487661092186589,0.0326638908312148,-2.17071770127241,1,-0.139665507089749,0.806885880862891,-1.82272211617557,1,-1.68305660908582
"ENSMUSG00000079363",0.278613382724345,1,0.23987725854403,1,-0.385757008391081,1,-0.90617463624017,1,-0.625634266935111,0.368212974836413,-1.1460518947842,1,-0.520417627849089
"ENSMUSG00000105096",0.684250019956331,1,-0.61096977319018,1,-0.65464820157137,1,-2.77996615565788,1,-0.0436784283811899,1,-2.1689963824677,1,-2.12531795408651
"ENSMUSG00000104713",0.0824111639578002,0.806885880862891,-0.982097592236883,0.325916268762689,-0.91459859862076,0.0836405535631547,-2.01025826285312,1,0.0674989936161232,1,-1.02816067061624,1,-1.09565966423236
"ENSMUSG00000092021",0.0254575093187223,1,2.80726160913352,1,0.288105052356288,0.414956951645842,3.25826346699764,0.148610940055914,-2.51915655677723,1,0.451001857864125,0.0384566636927224,2.97015841464136
"ENSMUSG00000070639",0.0211025124141002,0.22261320515682,-1.39932633627972,0.652856580243274,-1.01566032042144,0.0138785012176004,-2.28165178422316,1,0.383666015858274,1,-0.882325447943441,0.8937667468433,-1.26599146380171
"ENSMUSG00000054720",0.0580745704765665,0.466468454692816,-0.990781273840695,1,-0.151558689324825,0.253417121756203,-1.84973455667208,0.414956951645842,0.83922258451587,1,-0.858953282831384,0.22261320515682,-1.69817586734725
"ENSMUSG00000046079",0.0144729729859089,1,-0.209147874758733,0.287752883586541,0.739590287943562,1,-0.407792659104322,0.0233790026157444,0.948738162702294,1,-0.198644784345589,0.0384566636927224,-1.14738294704788
"ENSMUSG00000029287",0.122362224330575,0.466468454692816,-0.489312495706493,0.98761342029669,-0.848988122968631,0.129218275666543,-1.3559269587582,1,-0.359675627262137,1,-0.866614463051708,1,-0.506938835789571
"ENSMUSG00000011831",0.090682146858287,1,0.346092756505531,1,-0.0977499212223922,0.368212974836413,0.679147898556036,0.726683205941114,-0.443842677727923,1,0.333055142050505,0.148610940055914,0.776897819778428
"ENSMUSG00000063406",0.00261697795785378,1,0.52514997154205,1,-1.57203466742744,0.0528879294252797,1.21947304229151,0.368212974836413,-2.09718463896949,0.466468454692816,0.694323070749464,0.00166948322981299,2.79150770971895
"ENSMUSG00000056531",0.195837767371989,1,-0.4931716972451,0.414956951645842,-2.30225880214377,1,0.446935284509951,0.726683205941114,-1.80908710489867,1,0.940106981755051,0.368212974836413,2.74919408665372
"ENSMUSG00000029490",0.111888568722672,1,0.147879898517625,1,0.0219027959248306,1,0.639922304034805,1,-0.125977102592794,0.368212974836413,0.492042405517181,0.129218275666543,0.618019508109974
"ENSMUSG00000033623",0.0257237409591545,0.80688588086289,-0.281937879806229,1,-0.0112971331296264,0.0719772847482238,-0.823886507974903,0.726683205941114,0.270640746676603,1,-0.541948628168674,0.0617792938327118,-0.812589374845277
"ENSMUSG00000033615",0.0605089221765013,1,0.45414729168981,0.582069834678184,-1.60289727652175,1,1.1373865898268,0.193493133295743,-2.05704456821156,1,0.683239298136991,0.071208614287907,2.74028386634855
"ENSMUSG00000008090",0.0139502320487009,1,0.237592666366321,0.80688588086289,-0.550639100930257,0.523071818441571,0.728149134321839,0.253417121756202,-0.788231767296578,1,0.490556467955519,0.00804384670337687,1.2787882352521
"ENSMUSG00000033467",0.439741971208255,1,-0.19022506311521,1,0.116472556700565,1,-0.45001670762535,0.806885880862891,0.306697619815775,1,-0.25979164451014,1,-0.566489264325916
"ENSMUSG00000090963",0.787428715965896,1,0.0809288002788605,1,0.149801023441058,1,0.221070726890368,1,0.0688722231621968,1,0.140141926611508,1,0.0712697034493111
"ENSMUSG00000029500",0.00432608279401326,1,-0.165203011431895,1,0.429929459596373,0.0969415875670878,-0.832575831447768,0.368212974836413,0.595132471028268,0.585092953900933,-0.667372820015873,0.00251371220634032,-1.26250529104414
"ENSMUSG00000029507",0.00222802764233576,0.414956951645842,-0.621664467448838,1,0.285609632185914,0.170475483597854,-0.757993331491543,0.0197007659164142,0.907274099634752,1,-0.136328864042705,0.00551751290674227,-1.04360296367746
"ENSMUSG00000043510",0.0203449985152084,1,0.334357376415619,1,-0.211704584071864,0.148610940055914,0.693973725114591,0.806885880862891,-0.546061960487483,0.80688588086289,0.359616348698972,0.0165572936118174,0.905678309186455
"ENSMUSG00000029521",0.258395413805366,1,-1.61900174807668,1,-0.833134128560609,0.287752883586541,-1.24623056459377,1,0.785867619516074,1,0.372771183482908,1,-0.413096436033166
"ENSMUSG00000033209",0.0323216693447796,1,-1.14641582028464,0.0384566636927224,-2.4408121785602,0.195056667874317,-1.75179270727283,0.523071818441571,-1.29439635827557,1,-0.605376886988194,1,0.689019471287374
"ENSMUSG00000070576",0.251163714969585,1,-0.351953583330092,1,-0.86471403750565,0.652856580243274,0.683133004645982,1,-0.512760454175558,0.368212974836413,1.03508658797607,1,1.54784704215163
"ENSMUSG00000072720",0.126056548007017,1,-4.5971658554426,1,-6.04529035679559,1,1.20058592226148,1,-1.44812450135299,0.523071818441571,5.79775177770408,0.129218275666543,7.24587627905707
"ENSMUSG00000029352",0.0046613856732379,0.0719772847482237,2.58671160442765,1,0.483996332565467,0.0197007659164142,3.38875364990299,0.22261320515682,-2.10271527186219,1,0.80204204547534,0.0719772847482237,2.90475731733752
"ENSMUSG00000051339",0.106445824886435,0.129218275666543,-0.91426412424463,1,-0.154984758704053,1,-0.341004901530808,0.414956951645842,0.759279365540578,0.466468454692816,0.573259222713823,1,-0.186020142826755
"ENSMUSG00000104576",0.232738353356904,1,-2.75630444582395,0.237146170559461,-2.91050974597128,1,-0.948264439161047,1,-0.154205300147331,1,1.8080400066629,1,1.96224530681023
"ENSMUSG00000042216",0.0524347241217284,1,-0.700876256982416,1,0.514729153309539,1,-1.20672899156385,0.148610940055914,1.21560541029195,1,-0.505852734581438,0.0719772847482238,-1.72145814487339
"ENSMUSG00000063430",0.426508694772901,1,-0.449138600795913,0.861488237639622,-2.40046202057846,1,1.48494587175299,1,-1.95132341978255,1,1.93408447254891,1,3.88540789233146
"ENSMUSG00000042190",0.0100092919978419,0.287752883586541,-1.21785810659333,1,-0.409305275527001,0.0276707006946457,-3.09280979001882,0.466468454692816,0.808552831066328,1,-1.87495168342549,0.0528879294252798,-2.68350451449182
"ENSMUSG00000054675",0.147618406093571,1,-1.17732200952415,1,-0.585462552160348,0.585092953900933,-1.85436613110462,1,0.591859457363807,1,-0.677044121580464,0.195056667874317,-1.26890357894427
"ENSMUSG00000048163",0.0409857835343875,1,-0.742371502734198,1,-0.791400023610001,0.0276707006946457,-2.8995986559706,1,-0.0490285208758037,0.585092953900933,-2.15722715323641,0.414956951645842,-2.1081986323606
"ENSMUSG00000044339",0.332432521939103,1,-0.310225370035379,1,0.284858412858443,1,0.441728916819576,1,0.595083782893822,0.414956951645842,0.751954286854956,1,0.156870503961133
"ENSMUSG00000042010",0.0540682937212689,1,0.402201281923874,1,-0.282567710575871,0.0969415875670879,1.59623797996845,1,-0.684768992499745,1,1.19403669804458,0.112067095784955,1.87880569054433
"ENSMUSG00000001098",0.00494276927418904,0.652856580243274,-0.796276180099674,1,0.753366005979537,0.0836405535631546,-1.9494983626285,0.112067095784955,1.54964218607921,1,-1.15322218252883,0.00804384670337686,-2.70286436860804
"ENSMUSG00000029577",0.217704996025964,1,-0.40164128393548,0.22261320515682,-0.528928758005002,1,-0.172792841728236,1,-0.127287474069522,1,0.228848442207244,1,0.356135916276766
"ENSMUSG00000041930",0.308737888451169,1,0.240528888429413,1,0.315123076947601,1,1.10637877012047,1,0.074594188518188,0.466468454692816,0.865849881691055,1,0.791255693172868
"ENSMUSG00000014158",0.232773422726875,0.414956951645842,-1.6008484196514,1,-1.28995702802224,0.466468454692816,-1.89585031563161,1,0.310891391629161,1,-0.295001895980214,1,-0.605893287609375
"ENSMUSG00000011884",0.0943985928267186,0.585092953900933,-1.27183260175052,1,-1.4061425134265,0.0836405535631546,-2.36605969200804,1,-0.134309911675974,1,-1.09422709025752,1,-0.959917178581542
"ENSMUSG00000029561",0.0265389179229786,0.652856580243274,-1.1865414032498,1,-0.663836471121987,0.0197007659164143,-3.390706903712,1,0.522704932127811,1,-2.20416550046221,0.253417121756203,-2.72687043259002
"ENSMUSG00000041827",0.0224660418319244,1,-1.77229040364865,1,0.116390067816417,0.0836405535631547,-2.67902615343849,0.652856580243274,1.88868047146507,1,-0.906735749789841,0.0384566636927224,-2.79541622125491
"ENSMUSG00000048578",0.0563234906783188,1,0.152983048233346,0.0384566636927224,0.860848828846397,1,0.298230253679696,0.806885880862891,0.707865780613052,1,0.145247205446351,0.585092953900933,-0.562618575166701
"ENSMUSG00000029544",0.550180652282939,1,-0.0388927086686988,1,-0.384631279206794,1,0.763820130731374,1,-0.345738570538095,1,0.802712839400073,1,1.14845140993817
"ENSMUSG00000029522",0.060331896675026,1,-6.78942515929132,0.334289835860095,Inf,1,0.0854829421795074,1,Inf,0.97043045798607,6.87490810147083,0.056162084633048,-Inf
"ENSMUSG00000041638",0.00434922007054524,0.0165572936118174,-1.8053116959951,1,-0.352792568023353,0.0451578909987473,-0.950244350145612,0.112067095784955,1.45251912797175,1,0.85506734584949,0.253417121756203,-0.597451782122259
"ENSMUSG00000107121",0.00756142551740673,0.0233790026157443,1.83394961751268,1,-0.259245056022082,0.523071818441571,0.94162619768264,0.0233790026157443,-2.09319467353476,1,-0.892323419830039,0.523071818441571,1.20087125370472
"ENSMUSG00000029516",0.0283929487256179,1,-0.994907569679725,0.112067095784955,-1.39363207104921,0.0451578909987473,-1.84985023796601,1,-0.398724501369481,0.652856580243274,-0.854942668286284,1,-0.456218166916803
"ENSMUSG00000063919",0.332432521939103,0.585092953900933,-0.74337554252481,1,0.0382447060392891,1,-0.725969337927086,1,0.781620248564099,1,0.0174062045977237,1,-0.764214043966376
"ENSMUSG00000107369",0.010331509698472,0.287752883586541,-1.13814532890625,1,1.93102386647125,1,-0.35007718616634,0.00551751290674227,3.0691691953775,0.8937667468433,0.788068142739913,0.368212974836413,-2.28110105263759
"ENSMUSG00000066894",0.70553473120409,1,-0.464419815956121,1,-0.542714722883372,1,-0.524346302235627,1,-0.0782949069272513,1,-0.0599264862795062,1,0.0183684206477452
"ENSMUSG00000029363",0.527460270471505,1,-0.425703460058334,1,-0.279040132779592,0.893766746843301,-0.540744648569257,1,0.146663327278742,1,-0.115041188510923,1,-0.261704515789665
"ENSMUSG00000061578",0.0137319330673942,0.523071818441571,-1.3766311478316,0.726683205941115,-1.46020878445393,0.00667090761816204,-3.00038708081803,1,-0.0835776366223327,0.726683205941114,-1.62375593298643,0.52307181844157,-1.5401782963641
"ENSMUSG00000029361",0.0291393227167022,1,-1.68150955445903,0.585092953900933,-5.17901416926228,1,0.955955792168454,0.893766746843301,-3.49750461480325,0.726683205941114,2.63746534662748,0.0165572936118174,6.13496996143073
"ENSMUSG00000032898",0.244117030919207,1,0.382831322374714,1,-0.289397081265717,1,0.282737733413863,0.893766746843301,-0.672228403640431,1,-0.100093588960851,0.368212974836413,0.57213481467958
"ENSMUSG00000029359",0.0128918821998558,0.325916268762689,-1.41300644801475,0.726683205941114,-0.640479702415949,0.00667090761816205,-1.93564294082516,1,0.7725267455988,1,-0.522636492810415,0.523071818441571,-1.29516323840922
"ENSMUSG00000018604",0.00634675073462416,0.414956951645842,1.63806607747586,1,-0.908578272818906,0.466468454692816,1.12723032141548,0.0197007659164142,-2.54664435029476,1,-0.510835756060377,0.0233790026157443,2.03580859423438
"ENSMUSG00000029594",0.00651755383708509,0.987613420296689,-1.15051400510075,1,0.437944862635869,0.0836405535631546,-1.23204685915281,0.195056667874317,1.58845886773662,1,-0.0815328540520584,0.00804384670337687,-1.66999172178868
"ENSMUSG00000029596",0.01154191706471,1,0.836856242812152,0.98761342029669,1.27076880571284,0.011602209439894,2.893716094283,1,0.433912562900689,0.0617792938327118,2.05685985147084,0.523071818441571,1.62294728857016
"ENSMUSG00000029597",0.0125569928561895,1,0.50700875646162,1,0.260228462590534,0.0617792938327118,4.3305278067411,1,-0.246780293871085,0.0617792938327118,3.82351905027948,0.0233790026157443,4.07029934415056
"ENSMUSG00000086165",0.00959504378478588,1,0.323251477635756,1,-0.752660882044283,0.0969415875670879,3.92510966240504,1,-1.07591235968004,0.325916268762689,3.60185818476928,0.00667090761816205,4.67777054444932
"ENSMUSG00000029599",0.00307312814988102,0.253417121756203,-1.02866350563249,1,0.512190250225067,0.129218275666543,-1.01123889844328,0.0276707006946457,1.54085375585756,1,0.0174246071892128,0.0116022094398939,-1.52342914866835
"ENSMUSG00000107191",0.787428715965896,1,-0.658071583269662,1,-0.77347413916147,1,-0.464943431496531,1,-0.115402555891808,1,0.193128151773131,1,0.308530707664939
"ENSMUSG00000029602",0.300246186191203,1,-2.02174046448546,0.806885880862891,-1.02457897688236,0.466468454692816,-0.825243193420253,1,0.997161487603105,1,1.19649727106521,1,0.199335783462106
"ENSMUSG00000029603",0.0537926388261611,1,-0.00677383347440145,1,-1.13806094245682,0.80688588086289,0.893219774306658,0.253417121756202,-1.13128710898242,1,0.899993607781059,0.0617792938327117,2.03128071676348
"ENSMUSG00000032690",0.059878440770046,1,-0.209613830987965,1,-0.741843047372337,0.0528879294252797,-2.15378276579934,1,-0.532229216384373,0.325916268762689,-1.94416893481137,1,-1.411939718427
"ENSMUSG00000032661",0.0265389179229786,0.8937667468433,-1.46182750974533,1,-1.19767521042669,0.0276707006946457,-4.49196082936621,1,0.264152299318648,0.987613420296689,-3.03013331962088,0.129218275666543,-3.29428561893952
"ENSMUSG00000029605",0.119956899711366,1,0.663686654513277,1,-0.570099851687194,1,-0.861290682977744,0.368212974836413,-1.23378650620047,0.170475483597854,-1.52497733749102,1,-0.29119083129055
"ENSMUSG00000066861",0.0473287935393891,1,-0.396282792822258,1,-0.828295048923691,0.0384566636927224,-3.65339415539885,1,-0.432012256101433,0.287752883586541,-3.25711136257659,0.652856580243275,-2.82509910647516
"ENSMUSG00000052776",0.0215477414588363,0.652856580243274,-1.05928486281588,1,-0.515038143555339,0.0197007659164142,-3.49450041179967,1,0.54424671926054,1,-2.43521554898379,0.148610940055914,-2.97946226824433
"ENSMUSG00000043733",0.0204515566822447,1,-0.363169670605563,1,-0.0555493352828032,0.0617792938327117,-0.631393680569867,0.806885880862891,0.30762033532276,1,-0.268224009964304,0.0384566636927224,-0.575844345287064
