"","Pval","log2FoldChange_GroupX_vs_GroupY"
"ENSMUSG00000058927",0.342857142857143,0.601132836207661
"ENSMUSG00000045932",0.2,-0.27628016842523
"ENSMUSG00000024990",0.342857142857143,0.112461544611253
"ENSMUSG00000025195",0.685714285714286,0.00293300829579507
"ENSMUSG00000025218",0.2,0.280535571204931
"ENSMUSG00000025035",1,0.135631484136826
"ENSMUSG00000084957",0.2,-0.175640704651683
"ENSMUSG00000024993",0.685714285714286,-0.146298242682574
"ENSMUSG00000064337",0.885714285714286,-0.292248027733248
"ENSMUSG00000064339",0.342857142857143,-0.419514399046534
"ENSMUSG00000064347",0.885714285714286,-0.784314675239668
"ENSMUSG00000064348",0.885714285714286,-1.65224909077298
"ENSMUSG00000064349",0.885714285714286,-1.53554028777916
"ENSMUSG00000064358",0.0571428571428571,-0.588291040096248
"ENSMUSG00000064359",0.685714285714286,-0.165051405408289
"ENSMUSG00000064360",0.885714285714286,-0.506735645241578
"ENSMUSG00000065947",0.685714285714286,-0.284416017917298
"ENSMUSG00000064364",0.685714285714286,-0.467515723658846
"ENSMUSG00000064366",0.885714285714286,-0.509881019842731
"ENSMUSG00000064372",0.342857142857143,-0.599450698233582
